# Stellar evolution track /home/tal/SciTools/synt/tracks/d641
# Track based on the Maeder-Meynet (Geneva) evolutionary tracks
# Schaller, G., Schaerer, D., Meynet, G., Maeder, A., 1992, A&A, 96, 269
# Track point   0
# Solar metallicity tracks
#      M[M0]     R[R0]     L[L0]   t_MS[yr]  Teff[K]      K  T/t_MS
        M        R           L      T_MS     T_eff     K    T_t_MS
  1  120.000 1.564E+01 1.786E+06 2.991E+06 5.333E+04 -5.606 0.0000
  2  118.906 1.557E+01 1.754E+06 2.998E+06 5.321E+04 -5.593 0.0000
  3  117.812 1.543E+01 1.722E+06 3.006E+06 5.321E+04 -5.573 0.0000
  4  116.718 1.538E+01 1.694E+06 3.013E+06 5.309E+04 -5.563 0.0000
  5  115.625 1.531E+01 1.663E+06 3.021E+06 5.297E+04 -5.550 0.0000
  6  114.532 1.524E+01 1.633E+06 3.028E+06 5.284E+04 -5.538 0.0000
  7  113.438 1.518E+01 1.607E+06 3.035E+06 5.272E+04 -5.527 0.0000
  8  112.344 1.511E+01 1.578E+06 3.043E+06 5.260E+04 -5.515 0.0000
  9  111.250 1.499E+01 1.552E+06 3.050E+06 5.260E+04 -5.497 0.0000
 10  110.156 1.494E+01 1.528E+06 3.058E+06 5.248E+04 -5.487 0.0000
 11  109.062 1.487E+01 1.500E+06 3.065E+06 5.236E+04 -5.474 0.0000
 12  107.968 1.480E+01 1.472E+06 3.072E+06 5.224E+04 -5.462 0.0000
 13  106.875 1.467E+01 1.445E+06 3.080E+06 5.224E+04 -5.442 0.0000
 14  105.782 1.453E+01 1.419E+06 3.087E+06 5.224E+04 -5.422 0.0000
 15  104.688 1.447E+01 1.393E+06 3.095E+06 5.212E+04 -5.409 0.0000
 16  103.594 1.435E+01 1.371E+06 3.102E+06 5.212E+04 -5.392 0.0000
 17  102.500 1.428E+01 1.346E+06 3.110E+06 5.200E+04 -5.379 0.0000
 18  101.406 1.424E+01 1.324E+06 3.117E+06 5.188E+04 -5.369 0.0000
 19  100.312 1.410E+01 1.300E+06 3.124E+06 5.188E+04 -5.349 0.0000
 20   99.218 1.406E+01 1.279E+06 3.132E+06 5.176E+04 -5.339 0.0000
 21   98.125 1.399E+01 1.256E+06 3.139E+06 5.164E+04 -5.326 0.0000
 22   97.032 1.393E+01 1.233E+06 3.147E+06 5.152E+04 -5.313 0.0000
 23   95.938 1.388E+01 1.213E+06 3.154E+06 5.140E+04 -5.303 0.0000
 24   94.844 1.382E+01 1.191E+06 3.162E+06 5.129E+04 -5.290 0.0000
 25   93.750 1.369E+01 1.169E+06 3.169E+06 5.129E+04 -5.270 0.0000
 26   92.656 1.364E+01 1.151E+06 3.176E+06 5.117E+04 -5.260 0.0000
 27   91.562 1.358E+01 1.130E+06 3.184E+06 5.105E+04 -5.248 0.0000
 28   90.468 1.345E+01 1.109E+06 3.191E+06 5.105E+04 -5.228 0.0000
 29   89.375 1.339E+01 1.089E+06 3.199E+06 5.093E+04 -5.215 0.0000
 30   88.282 1.327E+01 1.069E+06 3.206E+06 5.093E+04 -5.195 0.0000
 31   87.188 1.321E+01 1.050E+06 3.213E+06 5.082E+04 -5.182 0.0000
 32   86.094 1.310E+01 1.033E+06 3.221E+06 5.082E+04 -5.165 0.0000
 33   85.000 1.304E+01 1.014E+06 3.228E+06 5.070E+04 -5.152 0.0000
 34   84.219 1.298E+01 9.954E+05 3.249E+06 5.058E+04 -5.139 0.0000
 35   83.438 1.291E+01 9.750E+05 3.269E+06 5.047E+04 -5.124 0.0000
 36   82.657 1.277E+01 9.550E+05 3.290E+06 5.047E+04 -5.102 0.0000
 37   81.875 1.270E+01 9.354E+05 3.311E+06 5.035E+04 -5.087 0.0000
 38   81.093 1.263E+01 9.162E+05 3.331E+06 5.023E+04 -5.071 0.0000
 39   80.312 1.251E+01 8.995E+05 3.352E+06 5.023E+04 -5.051 0.0000
 40   79.531 1.244E+01 8.810E+05 3.372E+06 5.012E+04 -5.036 0.0000
 41   78.750 1.237E+01 8.630E+05 3.393E+06 5.000E+04 -5.021 0.0000
 42   77.969 1.224E+01 8.453E+05 3.413E+06 5.000E+04 -4.999 0.0000
 43   77.188 1.217E+01 8.279E+05 3.434E+06 4.989E+04 -4.983 0.0000
